BusStopCode,Latitude,Longitude,Attraction
21359,1.33867010260834,103.709959730999,
21361,1.34302323304896,103.707671816711,
21369,1.34309123717886,103.708003107058,
21371,1.34522722613512,103.70617873626,
21379,1.34534855216089,103.706489129889,
21381,1.34964653409442,103.708607076943,
21389,1.34951439917835,103.708964552072,
21391,1.34485064221938,103.708479360826,
21399,1.3448140795943,103.708059851002,
21409,1.34338969264048,103.712070596485,
21411,1.34393270141852,103.710330485757,
21419,1.34388060681347,103.710576458408,
21421,1.34720307776277,103.710325956325,
21429,1.34740203306581,103.710591494596,
21431,1.34765638897246,103.712410556027,
21439,1.34842277796612,103.711658889016,
21441,1.34638242521451,103.713262291859,
21449,1.34639805597018,103.713061389017,Boon Lay Shopping Centre
21451,1.34524833302487,103.714730000014,
